tick_ms,valid_fix,fix_type,satellites,latitude_deg,longitude_deg,altitude_m,speed_mps,course_deg,hdop
565148,1,1,9,39.97356033,-105.14997864,1637.8000,0.2233,0.0000,1.1400
565264,1,1,10,39.97356033,-105.14997864,1637.6000,0.2233,0.0000,1.0700
566157,1,1,10,39.97355270,-105.14998627,1637.6000,0.1235,0.0000,1.0700
566340,1,1,11,39.97355270,-105.14998627,1637.5000,0.1235,0.0000,0.8500
567106,1,1,11,39.97355270,-105.14998627,1637.5000,0.1163,0.0000,0.8500
567239,1,1,11,39.97355270,-105.14998627,1636.9000,0.1163,0.0000,0.8500
568143,1,1,11,39.97355270,-105.14999390,1636.9000,0.0602,0.0000,0.8500
568283,1,1,11,39.97355270,-105.14999390,1636.5000,0.0602,0.0000,0.8500
569129,1,1,11,39.97354889,-105.15000153,1636.5000,0.1235,0.0000,0.8500
569246,1,1,11,39.97354889,-105.15000153,1636.7000,0.1235,0.0000,0.8500
570131,1,1,11,39.97355270,-105.15000916,1636.7000,0.1471,0.0000,0.8500
570287,1,1,11,39.97355270,-105.15000916,1636.1000,0.1471,0.0000,0.8500
571230,1,1,11,39.97355270,-105.15000916,1635.9000,0.2583,0.0000,0.8500
572087,1,1,11,39.97354889,-105.15001678,1635.9000,0.0067,0.0000,0.8500
572291,1,1,11,39.97354889,-105.15001678,1635.5000,0.0067,0.0000,0.8500
573146,1,1,11,39.97354889,-105.15001678,1635.5000,0.0977,0.0000,0.8500
573340,1,1,11,39.97354889,-105.15001678,1634.9000,0.0977,0.0000,0.8500
574296,1,1,11,39.97354889,-105.15002441,1634.7000,0.1271,0.0000,0.8500
575101,1,1,11,39.97354889,-105.15002441,1634.7000,0.0818,0.0000,0.8500
575265,1,1,11,39.97354889,-105.15002441,1634.7000,0.0818,0.0000,0.8500
576180,1,1,11,39.97354889,-105.15002441,1634.7000,0.1091,0.0000,0.8500
576351,1,1,11,39.97354889,-105.15002441,1634.5000,0.1091,0.0000,0.8500
577133,1,1,11,39.97355270,-105.15003204,1634.5000,0.1698,0.0000,0.8500
577292,1,1,11,39.97355270,-105.15003204,1634.3000,0.1698,0.0000,0.8500
578162,1,1,11,39.97355270,-105.15002441,1634.3000,0.0473,0.0000,0.8500
578288,1,1,11,39.97355270,-105.15002441,1633.8000,0.0473,0.0000,0.8500
579141,1,1,11,39.97355270,-105.15002441,1633.8000,0.1142,0.0000,0.8500
579340,1,1,11,39.97355270,-105.15002441,1633.5000,0.1142,0.0000,0.8500
580147,1,1,11,39.97354889,-105.15002441,1633.5000,0.1770,0.0000,0.8500
580306,1,1,11,39.97354889,-105.15002441,1633.4000,0.1770,0.0000,0.8500
581146,1,1,11,39.97354889,-105.15002441,1633.4000,0.2310,0.0000,0.8500
581369,1,1,11,39.97354889,-105.15002441,1631.9000,0.2310,0.0000,0.8500
582126,1,1,11,39.97354507,-105.15003204,1631.9000,0.2135,0.0000,0.8500
582279,1,1,11,39.97354507,-105.15003204,1631.8000,0.2135,0.0000,0.8500
583130,1,1,11,39.97354507,-105.15003204,1631.8000,0.1430,0.0000,0.8500
583240,1,1,11,39.97354507,-105.15003204,1631.8000,0.1430,0.0000,0.8500
584125,1,1,11,39.97354507,-105.15002441,1631.8000,0.1590,0.0000,0.8500
584281,1,1,10,39.97354507,-105.15002441,1631.3000,0.1590,0.0000,1.0000
585074,1,1,10,39.97354889,-105.15002441,1631.3000,0.0684,0.0000,1.0000
585235,1,1,11,39.97354889,-105.15002441,1631.0000,0.0684,0.0000,0.8500
586169,1,1,11,39.97355270,-105.15002441,1631.0000,0.2006,0.0000,0.8500
586329,1,1,11,39.97355270,-105.15002441,1630.7000,0.2006,0.0000,0.8500
587128,1,1,11,39.97355270,-105.15002441,1630.7000,0.0818,0.0000,0.8500
587257,1,1,10,39.97355270,-105.15002441,1630.2000,0.0818,0.0000,1.0700
588179,1,1,10,39.97355270,-105.15002441,1630.2000,0.0340,0.0000,1.0700
588364,1,1,10,39.97355270,-105.15002441,1629.8000,0.0340,0.0000,1.0700
589111,1,1,10,39.97355270,-105.15002441,1629.8000,0.0900,0.0000,1.0700
589229,1,1,10,39.97355270,-105.15002441,1629.4000,0.0900,0.0000,1.0700
590101,1,1,10,39.97355270,-105.15002441,1629.4000,0.0952,0.0000,1.0700
590263,1,1,10,39.97355270,-105.15002441,1628.9000,0.0952,0.0000,1.0700
591115,1,1,10,39.97355652,-105.15001678,1628.9000,0.1873,0.0000,1.0700
591345,1,1,10,39.97355652,-105.15001678,1628.7000,0.1873,0.0000,1.0700
592106,1,1,10,39.97355652,-105.15001678,1628.7000,0.1368,0.0000,1.0700
592304,1,1,10,39.97355652,-105.15001678,1628.7000,0.1368,0.0000,1.0700
593131,1,1,10,39.97355652,-105.15000153,1628.7000,0.3910,0.0000,1.0700
593293,1,1,11,39.97355652,-105.15000153,1628.8000,0.3910,0.0000,0.8500
594122,1,1,11,39.97355652,-105.15000153,1628.8000,0.2639,0.0000,0.8500
594280,1,1,10,39.97355652,-105.15000153,1628.6000,0.2639,0.0000,1.0000
595088,1,1,10,39.97355652,-105.15000916,1628.6000,0.0833,0.0000,1.0000
595317,1,1,11,39.97355652,-105.15000916,1628.6000,0.0833,0.0000,0.8500
596163,1,1,11,39.97355270,-105.15000153,1628.6000,0.2114,0.0000,0.8500
596332,1,1,10,39.97355270,-105.15000153,1628.9000,0.2114,0.0000,1.0700
597099,1,1,10,39.97354889,-105.15000153,1628.9000,0.3570,0.0000,1.0700
597272,1,1,10,39.97354889,-105.15000153,1628.6000,0.3570,0.0000,1.0700
598144,1,1,10,39.97353745,-105.15000153,1628.6000,0.5083,0.0000,1.0700
598247,1,1,10,39.97353745,-105.15000153,1628.2000,0.5083,0.0000,1.0700
599137,1,1,10,39.97354126,-105.15000153,1628.2000,0.3241,0.0000,1.0700
599286,1,1,11,39.97354126,-105.15000153,1627.2000,0.3241,0.0000,0.8500
600109,1,1,11,39.97354126,-105.15000153,1627.2000,0.2130,0.0000,0.8500
600264,1,1,11,39.97354126,-105.15000153,1626.9000,0.2130,0.0000,0.8500
601112,1,1,11,39.97354507,-105.15000153,1626.9000,0.0252,0.0000,0.8500
601264,1,1,10,39.97354507,-105.15000153,1626.7000,0.0252,0.0000,1.0700
602093,1,1,10,39.97354889,-105.15000153,1626.7000,0.0334,0.0000,1.0700
602243,1,1,11,39.97354889,-105.15000153,1627.6000,0.0334,0.0000,0.8500
603088,1,1,11,39.97354126,-105.14999390,1627.6000,0.3082,0.0000,0.8500
603241,1,1,11,39.97354126,-105.14999390,1627.3000,0.3082,0.0000,0.8500
604102,1,1,11,39.97354507,-105.14999390,1627.3000,0.1044,0.0000,0.8500
604267,1,1,11,39.97354507,-105.14999390,1627.1000,0.1044,0.0000,0.8500
605144,1,1,11,39.97354507,-105.15000916,1627.1000,0.2197,0.0000,0.8500
605347,1,1,11,39.97354507,-105.15000916,1627.5000,0.2197,0.0000,0.8500
606148,1,1,11,39.97354126,-105.15000916,1627.5000,0.3097,0.0000,0.8500
606297,1,1,11,39.97354126,-105.15000916,1627.3000,0.3097,0.0000,0.8500
607131,1,1,11,39.97354126,-105.15000916,1627.3000,0.2485,0.0000,0.8500
607294,1,1,11,39.97354126,-105.15000916,1626.9000,0.2485,0.0000,0.8500
608074,1,1,11,39.97354126,-105.15000916,1626.9000,0.2135,0.0000,0.8500
608238,1,1,11,39.97354126,-105.15000916,1626.2000,0.2135,0.0000,0.8500
609171,1,1,11,39.97354507,-105.15000916,1626.2000,0.0535,0.0000,0.8500
609288,1,1,11,39.97354507,-105.15000916,1625.9000,0.0535,0.0000,0.8500
610136,1,1,11,39.97354889,-105.15000916,1625.9000,0.1914,0.0000,0.8500
610284,1,1,11,39.97354889,-105.15000916,1625.9000,0.1914,0.0000,0.8500
611133,1,1,11,39.97355652,-105.14999390,1625.9000,0.2382,0.0000,0.8500
611288,1,1,10,39.97355652,-105.14999390,1625.1000,0.2382,0.0000,0.9100
612246,1,1,10,39.97356033,-105.14999390,1624.8000,0.3220,0.0000,0.9100
613101,1,1,10,39.97356033,-105.14999390,1624.8000,0.1687,0.0000,0.9100
613265,1,1,10,39.97356033,-105.14999390,1624.8000,0.1687,0.0000,0.9100
614109,1,1,10,39.97356033,-105.14999390,1624.8000,0.2516,0.0000,0.9100
614267,1,1,10,39.97356033,-105.14999390,1624.7000,0.2516,0.0000,0.9100
615146,1,1,10,39.97356796,-105.14999390,1624.7000,0.4224,0.0000,0.9100
615334,1,1,10,39.97356796,-105.14999390,1624.4000,0.4224,0.0000,0.9100
616148,1,1,10,39.97357559,-105.14999390,1624.4000,0.5546,0.0000,0.9100
616292,1,1,10,39.97357559,-105.14999390,1624.4000,0.5546,0.0000,0.9100
617157,1,1,10,39.97357941,-105.14999390,1624.4000,0.5000,0.0000,0.9100
617342,1,1,9,39.97357941,-105.14999390,1624.6000,0.5000,0.0000,1.1400
618121,1,1,9,39.97357178,-105.15000153,1624.6000,0.2994,0.0000,1.1400
618228,1,1,9,39.97357178,-105.15000153,1624.7000,0.2994,0.0000,1.1400
619119,1,1,9,39.97357559,-105.14999390,1624.7000,0.1399,0.0000,1.1400
619256,1,1,9,39.97357559,-105.14999390,1624.3000,0.1399,0.0000,1.1400
620111,1,1,9,39.97357178,-105.14999390,1624.3000,0.0309,0.0000,1.1400
620295,1,1,9,39.97357178,-105.14999390,1624.4000,0.0309,0.0000,1.1400
621157,1,1,9,39.97357178,-105.14998627,1624.4000,0.3349,0.0000,1.1400
621304,1,1,9,39.97357178,-105.14998627,1623.9000,0.3349,0.0000,1.1400
622129,1,1,9,39.97358322,-105.14997864,1623.9000,0.2865,0.0000,1.1400
622284,1,1,9,39.97358322,-105.14997864,1623.5000,0.2865,0.0000,1.1400
623133,1,1,9,39.97358322,-105.14997864,1623.5000,0.1811,0.0000,1.1400
623244,1,1,9,39.97358322,-105.14997864,1623.5000,0.1811,0.0000,1.1400
624146,1,1,9,39.97357941,-105.14997101,1623.5000,0.3030,0.0000,1.1400
624300,1,1,9,39.97357941,-105.14997101,1622.9000,0.3030,0.0000,1.1400
625157,1,1,9,39.97357559,-105.14997101,1622.9000,0.2922,0.0000,1.1400
625312,1,1,9,39.97357559,-105.14997101,1622.7000,0.2922,0.0000,1.1400
626157,1,1,9,39.97357559,-105.14996338,1622.7000,0.1512,0.0000,1.1400
626340,1,1,9,39.97357559,-105.14996338,1621.8000,0.1512,0.0000,1.1400
627121,1,1,9,39.97357178,-105.14996338,1621.8000,0.1847,0.0000,1.1400
627271,1,1,9,39.97357178,-105.14996338,1621.5000,0.1847,0.0000,1.1400
628170,1,1,9,39.97356796,-105.14996338,1621.5000,0.2186,0.0000,1.1400
628291,1,1,9,39.97356796,-105.14996338,1621.3000,0.2186,0.0000,1.1400
629137,1,1,9,39.97357178,-105.14996338,1621.3000,0.2130,0.0000,1.1400
629232,1,1,10,39.97357178,-105.14996338,1620.9000,0.2130,0.0000,0.9100
630160,1,1,10,39.97358322,-105.14996338,1620.9000,0.2912,0.0000,0.9100
630325,1,1,10,39.97358322,-105.14996338,1620.9000,0.2912,0.0000,0.9100
631164,1,1,10,39.97357941,-105.14997101,1620.9000,0.2387,0.0000,0.9100
631292,1,1,10,39.97357941,-105.14997101,1620.9000,0.2387,0.0000,0.9100
632169,1,1,10,39.97357941,-105.14997101,1620.9000,0.1291,0.0000,0.9100
632284,1,1,9,39.97357941,-105.14997101,1622.0000,0.1291,0.0000,1.0900
633090,1,1,9,39.97357559,-105.14997101,1622.0000,0.1307,0.0000,1.0900
633307,1,1,9,39.97357559,-105.14997101,1621.9000,0.1307,0.0000,1.0900
634172,1,1,9,39.97357941,-105.14997864,1621.9000,0.2253,0.0000,1.0900
634297,1,1,9,39.97357941,-105.14997864,1621.4000,0.2253,0.0000,0.9600
635128,1,1,9,39.97358704,-105.14997864,1621.4000,0.1101,0.0000,0.9600
635238,1,1,10,39.97358704,-105.14997864,1620.3000,0.1101,0.0000,0.9100
636143,1,1,10,39.97358704,-105.14997864,1620.3000,0.0432,0.0000,0.9100
636268,1,1,10,39.97358704,-105.14997864,1619.8000,0.0432,0.0000,0.9100
637123,1,1,10,39.97358704,-105.14997864,1619.8000,0.1039,0.0000,0.9100
637276,1,1,10,39.97358704,-105.14997864,1619.5000,0.1039,0.0000,0.9100
638115,1,1,10,39.97357941,-105.14998627,1619.5000,0.3359,0.0000,0.9100
638192,1,1,11,39.97357941,-105.14998627,1620.1000,0.3359,0.0000,0.8500
639128,1,1,11,39.97358322,-105.14999390,1620.1000,0.2552,0.0000,0.8500
639286,1,1,11,39.97358322,-105.14999390,1619.8000,0.2552,0.0000,0.8500
640147,1,1,11,39.97359085,-105.14998627,1619.8000,0.1533,0.0000,0.8500
640301,1,1,11,39.97359085,-105.14998627,1619.9000,0.1533,0.0000,0.8500
641153,1,1,11,39.97359085,-105.14998627,1619.9000,0.0473,0.0000,0.8500
641336,1,1,11,39.97359085,-105.14998627,1619.9000,0.0473,0.0000,0.8500
642126,1,1,11,39.97359467,-105.14998627,1619.9000,0.1420,0.0000,0.8500
642278,1,1,11,39.97359467,-105.14998627,1620.0000,0.1420,0.0000,0.8500
643190,1,1,11,39.97359848,-105.14998627,1620.0000,0.3339,0.0000,0.8500
643393,1,1,10,39.97359848,-105.14998627,1619.9000,0.3339,0.0000,1.0700
644109,1,1,10,39.97360229,-105.14997864,1619.9000,0.3375,0.0000,1.0700
644357,1,1,10,39.97360229,-105.14997864,1619.8000,0.3375,0.0000,1.0000
645139,1,1,10,39.97361755,-105.14997864,1619.8000,0.6523,0.0000,1.0000
645303,1,1,11,39.97361755,-105.14997864,1620.3000,0.6523,0.0000,0.8500
646125,1,1,11,39.97363663,-105.14998627,1620.3000,1.0839,16.9100,0.8500
646275,1,1,11,39.97363663,-105.14998627,1620.7000,1.0839,16.9100,0.8500
647136,1,1,11,39.97364426,-105.14999390,1620.7000,1.1632,358.8200,0.8500
647254,1,1,11,39.97364426,-105.14999390,1622.3000,1.1632,358.8200,0.8500
648154,1,1,11,39.97364807,-105.14999390,1622.3000,0.9173,0.0000,0.8500
648303,1,1,10,39.97364807,-105.14999390,1623.4000,0.9173,0.0000,0.8800
649108,1,1,10,39.97364044,-105.14999390,1623.4000,0.5397,0.0000,0.8800
649226,1,1,11,39.97364044,-105.14999390,1624.0000,0.5397,0.0000,0.8500
650156,1,1,11,39.97362900,-105.14999390,1624.0000,0.3364,0.0000,0.8500
650301,1,1,9,39.97362900,-105.14999390,1624.0000,0.3364,0.0000,1.1500
651181,1,1,9,39.97362518,-105.15000153,1624.0000,0.2757,0.0000,1.1500
651343,1,1,9,39.97362518,-105.15000153,1624.7000,0.2757,0.0000,1.1500
652133,1,1,9,39.97361755,-105.15000153,1624.7000,0.0947,0.0000,1.1500
652293,1,1,9,39.97361755,-105.15000153,1625.4000,0.0947,0.0000,1.1500
653128,1,1,9,39.97361374,-105.15000153,1625.4000,0.0561,0.0000,1.1500
653317,1,1,10,39.97361374,-105.15000153,1626.6000,0.0561,0.0000,1.0700
654138,1,1,10,39.97361374,-105.15000153,1626.6000,0.1199,0.0000,1.0700
654298,1,1,10,39.97361374,-105.15000153,1627.0000,0.1199,0.0000,1.0800
655078,1,1,10,39.97360992,-105.15000153,1627.0000,0.0401,0.0000,1.0800
655200,1,1,10,39.97360992,-105.15000153,1627.7000,0.0401,0.0000,1.0800
656153,1,1,10,39.97360992,-105.14999390,1627.7000,0.1826,0.0000,1.0800
656270,1,1,10,39.97360992,-105.14999390,1628.2000,0.1826,0.0000,1.0800
657147,1,1,10,39.97360992,-105.14999390,1628.2000,0.2181,0.0000,1.0800
657266,1,1,10,39.97360992,-105.14999390,1628.9000,0.2181,0.0000,1.0800
658126,1,1,10,39.97360611,-105.15000153,1628.9000,0.2927,0.0000,1.0800
658208,1,1,10,39.97360611,-105.15000153,1629.6000,0.2927,0.0000,1.0800
659132,1,1,10,39.97359848,-105.15000153,1629.6000,0.1909,0.0000,1.0800
659299,1,1,12,39.97359848,-105.15000153,1630.2000,0.1909,0.0000,0.8500
660172,1,1,12,39.97359467,-105.15000153,1630.2000,0.0144,0.0000,0.8500
660321,1,1,11,39.97359467,-105.15000153,1631.2000,0.0144,0.0000,0.8500
661163,1,1,11,39.97359467,-105.15000153,1631.2000,0.2181,0.0000,0.8500
661358,1,1,11,39.97359467,-105.15000153,1632.0000,0.2181,0.0000,0.8500
662142,1,1,11,39.97359085,-105.15000153,1632.0000,0.0556,0.0000,0.8500
662295,1,1,11,39.97359085,-105.15000153,1633.4000,0.0556,0.0000,0.8500
663115,1,1,11,39.97358704,-105.15000153,1633.4000,0.1271,0.0000,0.8500
663276,1,1,10,39.97358704,-105.15000153,1633.8000,0.1271,0.0000,0.8700
664117,1,1,10,39.97359085,-105.15000153,1633.8000,0.1276,0.0000,0.8700
664232,1,1,11,39.97359085,-105.15000153,1634.4000,0.1276,0.0000,0.8500
665177,1,1,11,39.97360229,-105.14999390,1634.4000,0.3462,0.0000,0.8500
665364,1,1,11,39.97360229,-105.14999390,1634.0000,0.3462,0.0000,0.8500
666097,1,1,11,39.97360611,-105.15000153,1634.0000,0.3462,0.0000,0.8500
666252,1,1,11,39.97360611,-105.15000153,1634.6000,0.3462,0.0000,0.8500
667083,1,1,11,39.97360611,-105.14999390,1634.6000,0.1698,0.0000,0.8500
667240,1,1,11,39.97360611,-105.14999390,1635.3000,0.1698,0.0000,0.8500
668154,1,1,11,39.97360992,-105.15000153,1635.3000,0.2474,0.0000,0.8500
668341,1,1,10,39.97360992,-105.15000153,1636.2000,0.2474,0.0000,0.8700
669122,1,1,10,39.97361374,-105.15000153,1636.2000,0.3174,0.0000,0.8700
669238,1,1,10,39.97361374,-105.15000153,1636.8000,0.3174,0.0000,0.8700
670148,1,1,10,39.97361755,-105.14999390,1636.8000,0.4116,0.0000,0.8700
670335,1,1,10,39.97361755,-105.14999390,1637.2000,0.4116,0.0000,0.8700
671127,1,1,10,39.97362137,-105.15000153,1637.2000,0.5216,0.0000,0.8700
671240,1,1,10,39.97362137,-105.15000153,1638.1000,0.5216,0.0000,0.8700
672081,1,1,10,39.97361755,-105.15000916,1638.1000,0.3447,0.0000,0.8700
672253,1,1,10,39.97361755,-105.15000916,1638.8000,0.3447,0.0000,0.8700
673138,1,1,10,39.97361755,-105.15000916,1638.8000,0.2819,0.0000,0.8700
673288,1,1,10,39.97361755,-105.15000916,1639.4000,0.2819,0.0000,0.8700
674132,1,1,10,39.97362137,-105.15000916,1639.4000,0.0993,0.0000,0.8700
674311,1,1,10,39.97362137,-105.15000916,1639.7000,0.0993,0.0000,0.8700
675111,1,1,10,39.97361755,-105.15000916,1639.7000,0.2932,0.0000,0.8700
675266,1,1,10,39.97361755,-105.15000916,1640.2000,0.2932,0.0000,0.8700
676140,1,1,10,39.97362137,-105.15000916,1640.2000,0.0828,0.0000,0.8700
676293,1,1,10,39.97362137,-105.15000916,1640.2000,0.0828,0.0000,0.8700
677086,1,1,10,39.97361755,-105.15001678,1640.2000,0.1296,0.0000,0.8700
677309,1,1,10,39.97361755,-105.15001678,1641.0000,0.1296,0.0000,0.8700
678111,1,1,10,39.97362518,-105.15001678,1641.0000,0.3118,0.0000,0.8700
678320,1,1,10,39.97362518,-105.15001678,1641.6000,0.3118,0.0000,0.8700
679157,1,1,10,39.97362137,-105.15000916,1641.6000,0.2315,0.0000,0.8700
679315,1,1,9,39.97362137,-105.15000916,1641.9000,0.2315,0.0000,0.8900
680107,1,1,9,39.97363281,-105.15001678,1641.9000,0.3133,0.0000,0.8900
680312,1,1,10,39.97363281,-105.15001678,1641.7000,0.3133,0.0000,0.8700
681135,1,1,10,39.97362900,-105.15001678,1641.7000,0.1106,0.0000,0.8700
681309,1,1,10,39.97362900,-105.15001678,1642.0000,0.1106,0.0000,0.8700
682134,1,1,10,39.97362518,-105.15001678,1642.0000,0.0355,0.0000,0.8700
682345,1,1,10,39.97362518,-105.15001678,1642.3000,0.0355,0.0000,0.8700
683100,1,1,10,39.97362518,-105.15001678,1642.3000,0.0931,0.0000,0.8700
683273,1,1,10,39.97362518,-105.15001678,1642.7000,0.0931,0.0000,0.8700
684119,1,1,10,39.97362518,-105.15000916,1642.7000,0.1230,0.0000,0.8700
684267,1,1,9,39.97362518,-105.15000916,1643.2000,0.1230,0.0000,0.9300
685089,1,1,9,39.97362518,-105.15000916,1643.2000,0.2469,0.0000,0.9300
685207,1,1,9,39.97362518,-105.15000916,1643.6000,0.2469,0.0000,0.9300
686106,1,1,9,39.97362900,-105.15000916,1643.6000,0.1754,0.0000,0.9300
686225,1,1,9,39.97362900,-105.15000916,1643.5000,0.1754,0.0000,0.9300
687126,1,1,9,39.97363281,-105.15000916,1643.5000,0.1924,0.0000,0.9300
687278,1,1,9,39.97363281,-105.15000916,1643.7000,0.1924,0.0000,0.9300
688113,1,1,9,39.97362900,-105.15001678,1643.7000,0.0998,0.0000,0.9300
688234,1,1,9,39.97362900,-105.15001678,1644.1000,0.0998,0.0000,0.9300
689072,1,1,9,39.97362900,-105.15001678,1644.1000,0.0941,0.0000,0.9300
689217,1,1,9,39.97362900,-105.15001678,1644.8000,0.0941,0.0000,0.9300
690119,1,1,9,39.97362900,-105.15000153,1644.8000,0.3725,0.0000,0.9300
690296,1,1,9,39.97362900,-105.15000153,1645.0000,0.3725,0.0000,0.9300
691157,1,1,9,39.97362900,-105.15000153,1645.0000,0.3632,0.0000,0.9300
691318,1,1,10,39.97362900,-105.15000153,1645.7000,0.3632,0.0000,0.8700
692115,1,1,10,39.97363281,-105.15000916,1645.7000,0.1687,0.0000,0.8700
692228,1,1,9,39.97363281,-105.15000916,1646.2000,0.1687,0.0000,0.9300
693129,1,1,9,39.97362900,-105.14999390,1646.2000,0.3174,0.0000,0.9300
693329,1,1,10,39.97362900,-105.14999390,1646.9000,0.3174,0.0000,0.9300
694163,1,1,10,39.97362137,-105.14999390,1646.9000,0.2845,0.0000,0.9300
694368,1,1,10,39.97362137,-105.14999390,1646.8000,0.2845,0.0000,0.9100
695163,1,1,10,39.97362518,-105.14998627,1646.8000,0.3025,0.0000,0.9100
695318,1,1,10,39.97362518,-105.14998627,1646.7000,0.3025,0.0000,0.9100
696227,1,1,10,39.97361755,-105.14998627,1646.7000,0.2680,0.0000,0.9100
697130,1,1,10,39.97361374,-105.14997864,1646.7000,0.2691,0.0000,0.9100
697234,1,1,10,39.97361374,-105.14997864,1646.8000,0.2691,0.0000,0.9100
698101,1,1,10,39.97361374,-105.14998627,1646.8000,0.2269,0.0000,0.9100
698253,1,1,10,39.97361374,-105.14998627,1647.1000,0.2269,0.0000,0.9100
699158,1,1,10,39.97360611,-105.14998627,1647.1000,0.1008,0.0000,0.9100
699279,1,1,10,39.97360611,-105.14998627,1646.9000,0.1008,0.0000,0.9100
700122,1,1,10,39.97360611,-105.14998627,1646.9000,0.0268,0.0000,0.9100
700272,1,1,10,39.97360611,-105.14998627,1647.0000,0.0268,0.0000,0.9100
701111,1,1,10,39.97361374,-105.14997864,1647.0000,0.4522,0.0000,0.9100
701191,1,1,11,39.97361374,-105.14997864,1646.7000,0.4522,0.0000,0.8500
702119,1,1,11,39.97360992,-105.14997101,1646.7000,0.3884,0.0000,0.8500
702304,1,1,11,39.97360992,-105.14997101,1646.2000,0.3884,0.0000,0.8500
703131,1,1,11,39.97360611,-105.14998627,1646.2000,0.1584,0.0000,0.8500
703421,1,1,11,39.97360611,-105.14998627,1645.9000,0.1584,0.0000,0.8500
704106,1,1,11,39.97360992,-105.14998627,1645.9000,0.2984,0.0000,0.8500
704259,1,1,10,39.97360992,-105.14998627,1645.6000,0.2984,0.0000,0.9100
705180,1,1,10,39.97361374,-105.14998627,1645.6000,0.4409,0.0000,0.9100
705392,1,1,10,39.97361374,-105.14998627,1645.2000,0.4409,0.0000,0.9100
706179,1,1,10,39.97361374,-105.14998627,1645.2000,0.3740,0.0000,0.9100
706352,1,1,10,39.97361374,-105.14998627,1644.9000,0.3740,0.0000,0.9100
707104,1,1,10,39.97361755,-105.14998627,1644.9000,0.4373,0.0000,0.9100
707349,1,1,9,39.97361755,-105.14998627,1644.3000,0.4373,0.0000,0.9700
708124,1,1,9,39.97361374,-105.14998627,1644.3000,0.2567,0.0000,0.9700
708273,1,1,9,39.97361374,-105.14998627,1644.2000,0.2567,0.0000,0.9700
709272,1,1,9,39.97360229,-105.14999390,1644.3000,0.2022,0.0000,0.9700
710112,1,1,9,39.97360229,-105.15000153,1644.3000,0.3941,0.0000,0.9700
710232,1,1,8,39.97360229,-105.15000153,1644.3000,0.3941,0.0000,1.2000
711266,1,1,8,39.97360229,-105.15000153,1644.2000,0.3195,0.0000,1.2000
712076,1,1,8,39.97360229,-105.15000153,1644.2000,0.1698,0.0000,1.2000
712223,1,1,8,39.97360229,-105.15000153,1644.2000,0.1698,0.0000,1.2000
713139,1,1,8,39.97359467,-105.15001678,1644.2000,0.3262,0.0000,1.2000
713308,1,1,8,39.97359467,-105.15001678,1644.2000,0.3262,0.0000,1.2200
714094,1,1,8,39.97359467,-105.15000916,1644.2000,0.1590,0.0000,1.2200
714259,1,1,8,39.97359467,-105.15000916,1644.0000,0.1590,0.0000,1.2200
715133,1,1,8,39.97359085,-105.15000153,1644.0000,0.2583,0.0000,1.2200
715322,1,1,9,39.97359085,-105.15000153,1643.8000,0.2583,0.0000,1.1500
716104,1,1,9,39.97359085,-105.14998627,1643.8000,0.3323,0.0000,1.1500
716219,1,1,10,39.97359085,-105.14998627,1642.7000,0.3323,0.0000,0.9100
717145,1,1,10,39.97358704,-105.14997864,1642.7000,0.2083,0.0000,0.9100
717297,1,1,11,39.97358704,-105.14997864,1642.3000,0.2083,0.0000,0.8500
718102,1,1,11,39.97358704,-105.14998627,1642.3000,0.1435,0.0000,0.8500
718216,1,1,11,39.97358704,-105.14998627,1642.3000,0.1435,0.0000,0.8500
719146,1,1,11,39.97358704,-105.14997864,1642.3000,0.0489,0.0000,0.8500
719294,1,1,10,39.97358704,-105.14997864,1641.4000,0.0489,0.0000,0.9000
720116,1,1,10,39.97358322,-105.14997864,1641.4000,0.0715,0.0000,0.9000
720266,1,1,10,39.97358322,-105.14997864,1641.2000,0.0715,0.0000,0.9000
721111,1,1,10,39.97358704,-105.14997101,1641.2000,0.1888,0.0000,0.9000
721305,1,1,10,39.97358704,-105.14997101,1641.0000,0.1888,0.0000,0.9000
722230,1,1,11,39.97358322,-105.14997864,1640.2000,0.3606,0.0000,0.8500
723129,1,1,11,39.97358322,-105.14996338,1640.2000,0.1723,0.0000,0.8500
723281,1,1,11,39.97358322,-105.14996338,1640.0000,0.1723,0.0000,0.8500
724157,1,1,11,39.97357941,-105.14996338,1640.0000,0.1790,0.0000,0.8500
724310,1,1,10,39.97357941,-105.14996338,1639.9000,0.1790,0.0000,0.9100
725224,1,1,11,39.97358322,-105.14997101,1640.4000,0.2644,0.0000,0.8500
726240,1,1,11,39.97357559,-105.14997864,1640.2000,0.2773,0.0000,0.8500
727159,1,1,11,39.97357941,-105.14997101,1640.2000,0.1152,0.0000,0.8500
727315,1,1,11,39.97357941,-105.14997101,1640.2000,0.1152,0.0000,0.8500
728124,1,1,11,39.97358322,-105.14997864,1640.2000,0.3215,0.0000,0.8500
728260,1,1,11,39.97358322,-105.14997864,1640.6000,0.3215,0.0000,0.8500
729118,1,1,11,39.97358322,-105.14997864,1640.6000,0.2562,0.0000,0.8500
729332,1,1,11,39.97358322,-105.14997864,1640.7000,0.2562,0.0000,0.8500
730112,1,1,11,39.97357559,-105.14998627,1640.7000,0.4913,0.0000,0.8500
730294,1,1,11,39.97357559,-105.14998627,1640.6000,0.4913,0.0000,0.8500
731135,1,1,11,39.97357941,-105.14998627,1640.6000,0.4362,0.0000,0.8500
