tick_ms,temperature_c
1648045,28.2500
1649043,28.2500
1650020,28.2500
1651020,28.2500
1652018,28.2500
1653028,28.2500
1654032,28.2500
1655014,28.2500
1656028,28.2500
1657032,28.2500
1658030,28.2500
1659014,28.2500
1660015,28.1875
1661034,28.1875
1662017,28.2500
1663023,28.1875
1664022,28.1875
1665032,28.1875
1666005,28.1875
1667011,28.1875
1668006,28.2500
1669035,28.1875
1670006,28.1875
1671008,28.1875
1672003,28.1875
1673030,28.1875
1674028,28.1875
1675020,28.1875
1676013,28.1875
1677034,28.1875
1678030,28.1875
1679030,28.1875
1680003,28.1875
1681039,28.1875
1682010,28.1875
1683010,28.1875
1684032,28.1875
1685006,28.1875
1686020,28.1875
1687026,28.1250
1688018,28.1875
1689031,28.1875
1690021,28.1875
1691021,28.1875
1692008,28.1875
1693006,28.1875
1694032,28.1875
1695015,28.1875
1696009,28.1875
1697034,28.1875
1698032,28.1875
1699005,28.1875
1700009,28.1875
1701028,28.1875
1702017,28.1875
1703041,28.1875
1704051,28.1875
1705119,28.1875
1706057,28.1875
1707019,28.1875
1708008,28.1875
1709028,28.1875
1710013,28.1875
1711034,28.1875
1712006,28.1875
1713004,28.1875
1714010,28.1875
1715018,28.1875
1716033,28.1875
1717022,28.1875
1718027,28.1875
1719018,28.1875
1720032,28.1875
1721006,28.1875
1722013,28.1875
1723021,28.1875
1724004,28.1875
1725027,28.1875
1726013,28.1875
1727013,28.1875
1728010,28.1875
1729026,28.1875
1730015,28.1875
1731048,28.1875
1732033,28.1875
1733028,28.1875
1734039,28.1875
1735022,28.1875
1736018,28.1875
1737018,28.1875
1738003,28.1875
1739034,28.1875
1740032,28.1875
1741023,28.1875
1742009,28.1875
1743021,28.1875
1744035,28.1875
1745017,28.1875
1746015,28.1875
1747015,28.1875
1748023,28.1875
1749029,28.1875
1750006,28.1875
1751023,28.1875
1752014,28.1875
1753018,28.1875
1754038,28.1875
1755004,28.1875
1756027,28.1875
1757032,28.1875
1758016,28.1875
1759011,28.1875
1760025,28.1875
1761038,28.1875
1762024,28.1875
1763046,28.1875
1764022,28.1875
1765042,28.1875
1766021,28.1250
1767033,28.1250
1768020,28.1875
1769020,28.1875
1770028,28.1875
1771007,28.1250
1772048,28.1875
1773030,28.1875
1774012,28.1875
1775046,28.1875
1776045,28.1875
1777024,28.1875
1778018,28.1250
1779031,28.1875
1780023,28.1250
1781008,28.1875
1782006,28.1875
1783027,28.1250
1784026,28.1250
1785024,28.1250
1786024,28.1250
1787038,28.1250
1788033,28.1250
1789033,28.1250
1790012,28.1250
1791009,28.1250
1792034,28.1250
1793008,28.1250
1794030,28.1250
1795032,28.1250
1796004,28.1250
1797022,28.1250
1798017,28.1250
1799041,28.1250
1800020,28.1250
1801022,28.1250
1802012,28.1250
1803005,28.1250
1804029,28.1250
1805020,28.1250
1806013,28.1875
1807009,28.1875
1808004,28.1875
1809018,28.1250
1810058,28.1875
1811031,28.1875
1812032,28.1250
1813014,28.1250
1814010,28.1250
1815020,28.1250
1816024,28.1250
1817027,28.1250
1818040,28.1250
1819018,28.1250
1820044,28.1250
1821008,28.1250
1822065,28.1250
1823043,28.1250
1824033,28.1875
1825008,28.1875
1826011,28.1250
1827035,28.1250
1828035,28.1250
1829037,28.9375
1830012,28.1875
1831036,28.1875
1832072,28.9375
1833018,28.1875
1834023,28.1875
1835006,28.1875
1836027,28.1875
1837039,28.1250
1838022,28.1250
1839022,28.1875
1840010,28.1875
1841036,28.1250
1842010,28.1250
1843025,28.1875
1844036,28.1875
1845014,28.1875
1846026,28.1875
1847017,28.1250
1848003,28.1250
1849032,28.1250
1850017,28.1250
1851021,28.1250
1852015,28.1250
1853025,28.1875
1854013,28.1875
1855008,28.1875
1856022,28.1875
1857028,28.1875
1858023,28.1875
1859034,28.1250
1860016,28.1250
1861011,28.1875
1862009,28.1875
1863028,28.1875
1864032,28.1875
1865016,28.1250
1866033,28.1250
1867025,28.1250
1868025,28.1250
1869018,28.1250
1870032,28.1250
1871035,28.1250
1872039,28.1250
1873011,28.1250
1874007,28.0625
1875043,28.1250
1876012,28.1250
1877015,28.1250
1878020,28.1250
1879005,28.1250
1880039,28.1250
1881007,28.1250
1882024,28.1250
1883033,28.1250
1884021,28.1250
1885020,28.1250
1886006,28.0625
1887019,28.0625
1888021,28.1250
1889005,28.0625
1890014,28.1250
1891031,28.1250
1892031,28.1250
1893024,28.1250
1894036,28.1250
1895005,28.1250
1896018,28.1250
1897021,28.0625
1898018,28.1250
1899011,28.1250
1900009,28.1250
1901023,28.1250
1902007,28.0625
1903044,28.1250
1904021,28.0625
1905012,28.1250
1906052,28.0625
1907012,28.1250
1908007,28.1250
1909028,28.1250
1910026,28.0625
1911021,28.0625
1912039,28.0625
1913036,28.0625
1914035,28.0625
1915040,28.0625
1916025,28.0625
1917007,28.0625
1918017,28.0625
1919041,28.0625
1920029,28.0625
1921005,28.0625
1922026,28.0625
1923035,28.0625
1924026,28.0625
1925035,28.0625
1926026,28.0625
1927003,28.0625
1928036,28.0625
1929033,28.0625
1930017,28.0625
1931014,28.0625
1932006,28.0625
1933025,28.0625
1934034,28.0625
1935018,28.0625
1936039,28.0625
1937003,28.0625
1938030,28.0625
1939016,28.0625
1940011,28.0625
1941034,28.0625
1942006,28.0625
1943018,28.0625
1944008,28.0625
1945025,28.0625
1946033,28.0625
1947014,28.0625
1948015,28.0625
1949029,28.1250
1950006,28.1250
1951009,28.0625
1952015,28.0625
1953016,28.1250
1954043,28.1250
1955026,28.0625
1956055,28.1250
1957043,28.1250
1958040,28.0625
1959003,28.0625
1960032,28.0625
1961028,28.0625
1962006,28.0625
1963035,28.0625
1964027,28.0625
1965008,28.1250
1966038,28.1250
1967005,28.0625
1968009,28.0625
1969007,28.0625
1970041,28.0625
1971022,28.0625
1972029,28.1250
1973021,28.0625
1974019,28.0625
1975042,28.0625
1976029,28.1250
1977007,28.0625
1978005,28.1250
1979045,28.0625
1980019,28.0625
1981058,28.0625
1982033,28.0625
1983017,28.0625
1984018,28.0625
1985026,28.0625
1986024,28.1250
1987014,28.1250
1988005,28.0625
1989017,28.0625
1990018,28.1250
1991032,28.0625
1992021,28.0625
1993017,28.0625
1994032,28.0625
1995018,28.0625
1996023,28.0625
1997032,28.0625
1998005,28.1250
1999050,28.0625
2000004,28.1250
2001043,28.0625
2002027,28.0625
2003007,28.1250
2004008,28.0625
2005022,28.1250
2006004,28.1250
2007029,28.1250
2008022,28.1250
2009023,28.0625
2010034,28.1250
2011031,28.1250
2012031,28.0625
2013045,28.1250
2014019,28.1250
2015019,28.0625
2016037,28.0625
2017030,28.0625
2018004,28.0625
2019004,28.1250
2020016,28.1250
2021034,28.0625
2022028,28.1250
2023019,28.1250
2024053,28.1250
2025018,28.1250
2026012,28.0625
2027033,28.1250
2028022,28.0625
2029013,28.1250
2030042,28.1250
2031033,28.1250
2032009,28.1250
2033031,28.1250
2034033,28.1250
2035015,28.1250
2036050,28.1250
2037029,28.1250
2038012,28.1250
2039033,28.1250
2040047,28.1250
2041004,28.1250
2042045,28.1250
2043024,28.1250
2044004,28.1250
2045009,28.1250
2046029,28.1250
2047015,28.1250
2048031,28.1250
2049021,28.1250
2050017,28.1250
2051019,28.1250
2052027,28.1250
2053024,28.1250
2054044,28.1250
2055020,28.1250
2056022,28.1250
2057004,28.1250
2058011,28.1250
2059007,28.1250
2060012,28.1250
2061023,28.1250
2062049,28.1250
2063045,28.1250
2064033,28.1250
2065008,28.1250
2066044,28.1250
2067031,28.1250
2068017,28.1250
2069014,28.1250
2070026,28.1250
2071020,28.1250
2072035,28.1250
2073037,28.9375
2074044,28.1250
2075004,28.1250
2076022,28.1250
2077022,28.1250
2078012,28.0625
2079046,28.0625
2080013,28.0625
2081004,28.0625
2082034,28.0625
2083026,28.0625
2084030,28.0625
2085004,28.0625
2086027,28.0625
2087017,28.0625
2088018,28.0625
2089032,28.0625
2090017,28.0625
2091003,28.0625
2092020,28.0625
2093034,28.0625
2094038,28.0625
2095019,28.0625
2096012,28.0625
2097004,28.0625
2098067,28.0625
2099041,28.0625
2100010,28.0625
2101037,28.0625
2102021,28.0625
2103035,28.0625
2104017,28.0625
2105018,28.0625
2106038,28.0625
2107044,28.0625
2108018,28.0625
2109066,28.0625
2110056,28.0625
2111073,28.0625
2112028,28.0625
2113021,28.0625
2114017,28.0625
2115004,28.0625
2116104,28.0625
2117059,28.0625
2118008,28.0625
2119041,28.0625
2120017,28.0625
2121004,28.0625
2122049,28.0625
2123050,28.0625
2124043,28.0625
2125026,28.0625
2126058,28.0000
2127015,28.0625
2128065,28.0625
2129024,28.0625
2130004,28.0000
2131069,28.0625
2132029,28.0625
2133006,28.0000
2134010,28.0625
2135056,28.0625
2136019,28.0625
2137004,28.0625
2138064,28.0625
2139042,28.0625
2140049,28.0625
2141004,28.0625
2142011,28.0625
2143005,28.0625
